"species","longitude","latitude","bio_1","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19"
"Tapirus terrestris",-50.884943,-20.324396,22.7230319976807,12.1346044540405,64.2927017211914,239.778182983398,30.5154991149902,11.6414995193481,18.8740005493164,25.0353755950928,19.5191669464111,25.0353755950928,19.4198741912842,1200,229,16,73.0090103149414,596,68,596,93
"Tapirus terrestris",-69.542393,-12.892484,25.101634979248,10.0999374389648,73.1137847900391,102.17903137207,31.5084991455078,17.6944999694824,13.8139991760254,25.826000213623,23.6610412597656,25.9581661224365,23.6256256103516,3048,457,107,51.7863082885742,1286,338,946,371
"Tapirus terrestris",-47.738902,-14.123617,22.4150314331055,10.861478805542,69.0373840332031,94.6592178344727,29.5785007476807,13.8457498550415,15.7327508926392,22.6828346252441,21.1827907562256,23.3227500915527,21.0972499847412,1598,276,5,84.3406524658203,793,17,461,34
"Tapirus terrestris",-39.046201,-16.38959,24.1419334411621,7.59834480285645,64.551155090332,155.242691040039,29.8875427246094,18.1164989471436,11.7710437774658,22.5286750793457,25.9297981262207,25.9297981262207,22.1664428710938,1629,179,88,21.0076465606689,499,307,307,445
"Tapirus terrestris",-73.28971,-4.337401,26.2830619812012,9.74841690063477,84.0344619750977,42.1917343139648,31.9187488555908,20.3182506561279,11.6004981994629,26.4029998779297,25.8505420684814,26.74049949646,25.7019577026367,2548,276,122,24.4750461578369,778,418,684,430
"Tapirus terrestris",-69.47793,-12.97486,25.1394062042236,10.1481876373291,72.6609191894531,102.667343139648,31.5912494659424,17.6247501373291,13.9664993286133,25.8606243133545,23.691333770752,26.0049991607666,23.65625,2757,415,92,53.5267906188965,1174,289,862,322
"Tapirus terrestris",-53.901765,-26.544947,18.2624473571777,12.6097297668457,56.3336715698242,355.217651367188,29.0555000305176,6.67149972915649,22.3840007781982,22.4486255645752,14.8950414657593,22.4486255645752,13.8990001678467,1881,192,128,11.8629179000854,506,425,506,455
"Tapirus terrestris",-69.559299,-13.0267,25.0413436889648,9.9743537902832,72.9732971191406,102.686393737793,31.3764991760254,17.7080001831055,13.6684989929199,25.7810001373291,23.5842094421387,25.8852500915527,23.5651664733887,3200,479,118,50.6299247741699,1345,374,986,403
"Tapirus terrestris",-69.629162,-13.019584,25.0413436889648,9.9743537902832,72.9732971191406,102.686393737793,31.3764991760254,17.7080001831055,13.6684989929199,25.7810001373291,23.5842094421387,25.8852500915527,23.5651664733887,3200,479,118,50.6299247741699,1345,374,986,403
"Tapirus terrestris",-54.046877,-25.903404,19.3195419311523,12.5408744812012,56.0022964477539,361.44482421875,30.152250289917,7.75874996185303,22.3935012817383,23.5964164733887,15.8540840148926,23.5964164733887,14.8747081756592,1772,199,110,18.0109577178955,505,371,505,372
"Tapirus terrestris",-47.432068,-14.122954,21.4610424041748,10.7156667709351,69.2148284912109,93.4516296386719,28.5970001220703,13.1152496337891,15.4817504882812,21.6968746185303,20.2695407867432,22.3804168701172,20.179500579834,1643,285,6,83.0413436889648,810,22,469,40
"Tapirus terrestris",-68.921775,6.119479,27.6011772155762,9.59102153778076,70.862190246582,101.35823059082,35.3860015869141,21.8512496948242,13.5347518920898,26.3859577178955,28.251708984375,28.9554595947266,26.3859577178955,2361,419,12,75.7552490234375,1160,71,246,1160
"Tapirus terrestris",-60.415126,-25.809697,21.8278656005859,12.7381458282471,53.7100601196289,409.484619140625,33.6204986572266,9.90399932861328,23.7164993286133,26.1652507781982,16.7727508544922,26.7212085723877,16.7727508544922,957,155,18,59.0453109741211,370,62,346,62
"Tapirus terrestris",-69.589671,-13.161193,25.0413436889648,9.9743537902832,72.9732971191406,102.686393737793,31.3764991760254,17.7080001831055,13.6684989929199,25.7810001373291,23.5842094421387,25.8852500915527,23.5651664733887,3200,479,118,50.6299247741699,1345,374,986,403
"Tapirus terrestris",-56.133174,-9.317009,26.6726760864258,10.7447290420532,66.8069534301758,60.9589576721191,35.5517501831055,19.4685001373291,16.0832500457764,25.9459991455078,27.1754169464111,27.4119567871094,25.9427509307861,2198,341,8,69.8798751831055,977,52,321,943
"Tapirus terrestris",-50.864199,-20.382301,22.6703758239746,12.3268747329712,64.3591766357422,245.842330932617,30.554500579834,11.4012498855591,19.1532516479492,25.0501251220703,19.3933753967285,25.0501251220703,19.2800426483154,1192,221,16,70.8990478515625,584,72,584,100
"Tapirus terrestris",-57.181866,-19.589586,25.703540802002,10.9661664962769,61.4428520202637,251.984878540039,33.5947494506836,15.7469997406006,17.847749710083,28.0649566650391,22.3062496185303,28.0794582366943,22.3062496185303,1138,191,29,57.087516784668,499,101,486,101
"Tapirus terrestris",-57.004925,-19.560626,25.5635204315186,11.0507078170776,61.7168312072754,250.452011108398,33.4252510070801,15.5197496414185,17.9055023193359,27.9071655273438,22.1707496643066,27.9116668701172,22.1707496643066,1165,195,29,57.0205383300781,510,102,496,102
"Tapirus terrestris",-55.708668,-11.940095,24.9108848571777,13.6304798126221,71.2127685546875,67.1933135986328,33.7504997253418,14.6099996566772,19.1404991149902,25.0231666564941,24.0130424499512,25.5062923431396,24.0130424499512,1926,316,2,79.0365524291992,919,25,492,25
"Tapirus terrestris",-57.27002,-17.636704,26.0234794616699,11.0718755722046,63.1496810913086,206.65592956543,33.7842483520508,16.2514991760254,17.5327491760254,27.6364574432373,23.084415435791,27.8274993896484,23.084415435791,1225,213,21,66.9194641113281,574,74,422,74
"Tapirus terrestris",-57.020352,-19.598108,25.5635204315186,11.0507078170776,61.7168312072754,250.452011108398,33.4252510070801,15.5197496414185,17.9055023193359,27.9071655273438,22.1707496643066,27.9116668701172,22.1707496643066,1165,195,29,57.0205383300781,510,102,496,102
"Tapirus terrestris",-48.638899,-27.622617,19.9269771575928,8.37767791748047,48.9455413818359,317.680419921875,28.1903057098389,11.0739793777466,17.116325378418,23.885799407959,16.7642860412598,23.885799407959,16.0741500854492,1579,183,103,20.9971237182617,521,317,521,329
"Tapirus terrestris",-60.822234,-24.954569,22.5429782867432,13.0723752975464,53.5133476257324,408.458526611328,34.3455009460449,9.91724967956543,24.4282512664795,26.6296253204346,17.3702507019043,27.3014583587646,17.3702507019043,875,142,13,62.6544761657715,359,54,346,54
"Tapirus terrestris",-60.821699,-24.900564,22.5429782867432,13.0723752975464,53.5133476257324,408.458526611328,34.3455009460449,9.91724967956543,24.4282512664795,26.6296253204346,17.3702507019043,27.3014583587646,17.3702507019043,875,142,13,62.6544761657715,359,54,346,54
"Tapirus terrestris",-39.017942,-16.53423,24.2653007507324,7.78536128997803,64.8780136108398,156.018905639648,30.1291007995605,18.1291007995605,12,23.6759262084961,26.0753974914551,26.0753974914551,22.261905670166,1577,162,95,18.4659729003906,446,315,315,390
"Tapirus terrestris",-54.409389,-25.660769,20.6815624237061,12.7662086486816,57.2026824951172,359.746063232422,31.4540004730225,9.13650035858154,22.3175010681152,22.9105834960938,17.2011260986328,24.8471660614014,16.1979999542236,1775,208,107,17.60546875,513,364,473,370
"Tapirus terrestris",-70.141277,-12.511086,25.0271778106689,10.0199794769287,73.5492248535156,98.6389694213867,31.3817501068115,17.7582492828369,13.6235008239746,25.7264995574951,23.6222076416016,25.8464584350586,23.6100826263428,3458,510,122,49.0904273986816,1424,399,1068,433
"Tapirus terrestris",-42.784926,-22.428463,19.3262805938721,10.1610622406006,58.9499931335449,231.195098876953,27.4825000762939,10.2457504272461,17.2367496490479,21.9834175109863,16.4497089385986,22.1760425567627,16.4497089385986,1424,233,30,64.5186462402344,649,100,607,100
"Tapirus terrestris",-42.642422,-22.455768,17.8142604827881,9.94618701934814,58.0375633239746,235.780380249023,25.820499420166,8.68299961090088,17.1375007629395,20.5025424957275,14.8510417938232,20.6853332519531,14.8510417938232,1404,239,30,65.5711364746094,644,98,587,98
"Tapirus terrestris",-61.071479,-25.112462,22.3755416870117,13.1351661682129,53.1852722167969,416.533264160156,34.3050003051758,9.60799980163574,24.69700050354,26.4655838012695,17.1377506256104,27.253791809082,17.117374420166,809,129,12,64.3524475097656,336,47,328,68
"Tapirus terrestris",-55.818786,-9.415418,26.4343757629395,10.4860420227051,67.005615234375,63.2887382507324,35.1754989624023,19.5260009765625,15.6494979858398,25.6934585571289,26.9831676483154,27.1782093048096,25.6660423278809,2214,342,8,70.4652709960938,993,53,326,969
"Tapirus terrestris",-56.761546,-17.390376,25.5992603302002,11.2741041183472,62.9592056274414,204.772766113281,33.3424987792969,15.4355001449585,17.9069976806641,27.1713752746582,22.6620006561279,27.3505821228027,22.6620006561279,1262,216,22,67.138786315918,589,72,438,72
"Tapirus terrestris",-56.618659,-16.519904,25.3150215148926,11.7031660079956,63.5178642272949,190.318328857422,33.2252502441406,14.8002500534058,18.4249992370605,26.7799587249756,22.5543746948242,26.8703746795654,22.5543746948242,1304,215,20,67.5111770629883,600,66,452,66
"Tapirus terrestris",-77.561619,-1.035323,23.8135414123535,9.4600830078125,88.416130065918,44.6094741821289,29.2617492675781,18.5622501373291,10.699499130249,23.4860420227051,24.1420822143555,24.2112503051758,23.1496257781982,4261,480,248,20.7403697967529,1342,792,958,1217
"Tapirus terrestris",-77.476109,-1.094764,23.9999485015869,9.39543724060059,88.2780990600586,45.5916748046875,29.423999786377,18.7810001373291,10.6429996490479,23.6607074737549,24.3419990539551,24.4263324737549,23.3307075500488,4181,474,245,20.595817565918,1311,775,950,1196
"Tapirus terrestris",-77.545945,-1.154801,23.8135414123535,9.4600830078125,88.416130065918,44.6094741821289,29.2617492675781,18.5622501373291,10.699499130249,23.4860420227051,24.1420822143555,24.2112503051758,23.1496257781982,4261,480,248,20.7403697967529,1342,792,958,1217
"Tapirus terrestris",-77.593894,-1.168085,23.5259380340576,9.40570831298828,88.1385650634766,45.4986190795898,28.94700050354,18.2754993438721,10.671501159668,23.2314987182617,23.8622512817383,23.9317512512207,22.8381252288818,4312,491,246,20.7344646453857,1353,796,969,1238
"Tapirus terrestris",-76.631176,0.822603,24.8432502746582,9.34029197692871,86.9653091430664,49.6383361816406,30.3059997558594,19.5657501220703,10.7402496337891,24.3807487487793,25.2669582366943,25.4200000762939,24.2049579620361,3762,400,217,21.4386978149414,1187,737,870,1172
"Tapirus terrestris",-76.788708,0.871326,22.4385318756104,9.1373119354248,89.8060150146484,31.0059337615967,27.4685001373291,17.2940006256104,10.1744995117188,22.0111656188965,22.6925411224365,22.7261238098145,22.003999710083,3883,447,238,22.1010131835938,1277,760,800,1165
"Tapirus terrestris",-61.089311,-24.807333,22.5581245422363,13.1111249923706,53.1357917785645,413.332153320312,34.3907508850098,9.71599960327148,24.6747512817383,26.5639171600342,17.3291244506836,27.3682918548584,17.3266658782959,789,124,11,64.3739318847656,333,46,326,67
"Tapirus terrestris",-56.693835,-17.330484,25.5934371948242,11.2584171295166,62.7061347961426,202.488098144531,33.3562507629395,15.4019994735718,17.9542503356934,27.1507091522217,22.6745414733887,27.2985000610352,22.6745414733887,1267,217,21,67.5912170410156,593,70,439,70
"Tapirus terrestris",-56.718187,-16.24136,25.2144050598145,12.1974792480469,65.4055328369141,180.665481567383,33.1440010070801,14.4949998855591,18.6490020751953,26.644458770752,22.6149578094482,26.7181243896484,22.6149578094482,1321,213,21,66.8015975952148,600,69,571,69
"Tapirus terrestris",-69.222856,-12.610612,25.334114074707,10.5426464080811,72.5877532958984,100.878059387207,32.0037498474121,17.4797496795654,14.5240001678467,25.994083404541,23.9329586029053,26.205249786377,23.857292175293,2224,334,61,57.1093292236328,956,195,711,232
"Tapirus terrestris",-77.411217,-1.012555,23.9999485015869,9.39543724060059,88.2780990600586,45.5916748046875,29.423999786377,18.7810001373291,10.6429996490479,23.6607074737549,24.3419990539551,24.4263324737549,23.3307075500488,4181,474,245,20.595817565918,1311,775,950,1196
"Tapirus terrestris",-47.949678,-3.438678,26.1031875610352,9.58300018310547,86.0735702514648,40.0919532775879,31.7395000457764,20.6060009002686,11.1334991455078,25.6472911834717,26.2494163513184,26.6003341674805,25.572582244873,1964,377,40,76.1489791870117,1008,128,199,977
"Tapirus terrestris",-75.693,-1.6121,25.517614364624,9.65493774414062,85.5403289794922,57.0151214599609,31.1485004425049,19.861499786377,11.2870006561279,25.1892910003662,26.0697917938232,26.0784168243408,24.7039165496826,3145,346,180,19.9524173736572,979,584,613,891
"Tapirus terrestris",-55.497682,-20.573812,24.0068950653076,11.8516664505005,65.1817169189453,231.567047119141,31.9365005493164,13.753999710083,18.1825008392334,26.2193756103516,20.9020824432373,26.2193756103516,20.8396244049072,1429,220,36,50.3917922973633,600,135,600,203
"Tapirus terrestris",-64.956717,-23.748413,18.7635841369629,11.9594993591309,51.4237785339355,396.936340332031,29.0895004272461,5.83274984359741,23.2567501068115,22.2859172821045,15.2124996185303,23.0035419464111,13.4809999465942,815,166,6,91.5799255371094,460,24,458,28
"Tapirus terrestris",-55.422502,-20.50006,24.0068950653076,11.8516664505005,65.1817169189453,231.567047119141,31.9365005493164,13.753999710083,18.1825008392334,26.2193756103516,20.9020824432373,26.2193756103516,20.8396244049072,1429,220,36,50.3917922973633,600,135,600,203
"Tapirus terrestris",-52.838907,-18.071178,21.4472389221191,12.572229385376,67.4810638427734,165.327331542969,29.2235012054443,10.5927495956421,18.6307525634766,22.5742492675781,19.1808338165283,22.8148345947266,19.0127506256104,1611,307,21,70.7834396362305,764,72,577,104
"Tapirus terrestris",-76.838737,-0.561555,24.7395210266113,9.38495826721191,87.9235382080078,46.6594924926758,30.1567497253418,19.4827499389648,10.673999786377,24.3787078857422,25.1240425109863,25.2286243438721,24.0932502746582,3615,379,237,17.7172966003418,1111,712,860,954
"Tapirus terrestris",-77.856257,-0.517651,13.2363023757935,10.2529792785645,88.2128524780273,38.3603935241699,19.0742492675781,7.45125007629395,11.6229991912842,12.9118747711182,13.4033336639404,13.555624961853,12.6474580764771,1919,218,97,25.0145111083984,621,326,388,597
"Tapirus terrestris",-46.05833,-23.705303,19.7409343719482,7.83614873886108,51.9908714294434,244.606414794922,26.6891899108887,11.6170272827148,15.0721626281738,22.5739631652832,16.7183780670166,22.7540550231934,16.7183780670166,2675,336,107,37.9929962158203,972,353,963,353
"Tapirus terrestris",-54.575031,-26.844356,19.8909797668457,11.9855833053589,53.5884094238281,375.934173583984,30.632999420166,8.26700019836426,22.3659992218018,19.9511661529541,16.1661243438721,24.2934589385986,15.2461252212524,1650,170,105,14.382884979248,462,335,417,346
"Tapirus terrestris",-76.776464,0.03043,24.7787094116211,9.32633304595947,87.8454666137695,47.665714263916,30.2502498626709,19.6335010528564,10.6167488098145,24.3682079315186,25.1538333892822,25.3501243591309,24.1705837249756,3549,385,220,19.3038520812988,1105,693,873,1026
"Tapirus terrestris",-76.379,-0.5321,25.0852088928223,9.39133262634277,86.8080825805664,52.1795082092285,30.5655002593994,19.7469997406006,10.8185005187988,24.7137088775635,25.5475006103516,25.6443328857422,24.3656673431396,3327,356,203,18.1683826446533,1018,636,700,892
"Tapirus terrestris",-75.9059,-0.771,25.2877292633057,9.44066715240479,84.2935409545898,56.4828147888184,30.9580001831055,19.7582492828369,11.1997509002686,24.9307918548584,25.8297500610352,25.8845844268799,24.4917087554932,3048,338,172,22.487943649292,969,526,587,865
"Tapirus terrestris",-75.6989,-1.6091,25.517614364624,9.65493774414062,85.5403289794922,57.0151214599609,31.1485004425049,19.861499786377,11.2870006561279,25.1892910003662,26.0697917938232,26.0784168243408,24.7039165496826,3145,346,180,19.9524173736572,979,584,613,891
"Tapirus terrestris",-75.9056,-0.7714,25.2877292633057,9.44066715240479,84.2935409545898,56.4828147888184,30.9580001831055,19.7582492828369,11.1997509002686,24.9307918548584,25.8297500610352,25.8845844268799,24.4917087554932,3048,338,172,22.487943649292,969,526,587,865
"Tapirus terrestris",-76.386,-0.6753,25.0135097503662,9.44181251525879,86.833251953125,52.0662612915039,30.5114994049072,19.6380004882812,10.873498916626,24.652416229248,25.4779586791992,25.5609169006348,24.2859992980957,3368,365,204,18.5447292327881,1032,635,698,924
"Tapirus terrestris",-76.7217,-0.7423,24.7654266357422,9.41918754577637,87.5633316040039,48.9314002990723,30.2197494506836,19.4627494812012,10.7569999694824,24.4032917022705,25.1756248474121,25.2700004577637,24.0802917480469,3592,387,226,17.9353103637695,1100,692,757,978
"Tapirus terrestris",-76.996,-1.085,24.7884693145752,9.48656272888184,87.2026901245117,48.7801208496094,30.3017501831055,19.4230003356934,10.8787498474121,24.4414176940918,25.1999588012695,25.2687911987305,24.0867080688477,3799,414,238,18.522388458252,1163,722,787,1057
"Tapirus terrestris",-75.6705,-1.5787,25.517614364624,9.65493774414062,85.5403289794922,57.0151214599609,31.1485004425049,19.861499786377,11.2870006561279,25.1892910003662,26.0697917938232,26.0784168243408,24.7039165496826,3145,346,180,19.9524173736572,979,584,613,891
"Tapirus terrestris",-75.6128,-0.8264,25.4490203857422,9.37308311462402,82.6222534179688,59.9950637817383,31.2057514190674,19.8612499237061,11.3445014953613,25.0889987945557,26.0419178009033,26.0663757324219,24.6001243591309,2750,312,144,25.0034961700439,892,450,507,798
